path,user_prompt,chatGPT_eval
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: years, later, life, family, time, year, born, father, died, career
topic 2: episode, series, doctor, season, character, time, star, story, trek, set
topic 3: city, area, building, street, new, located, school, population, state, center
topic 4: episode, season, series, mulder, scully, michael, television, million, viewers, received
topic 5: song, number, video, music, album, single, chart, madonna, track, released
topic 6: government, war, political, military, party, minister, country, german, new, state
topic 7: water, area, river, island, lake, miles, feet, park, land, years
topic 8: match, championship, team, event, title, wrestling, defeated, episode, ring, wwe
topic 9: book, published, work, story, wrote, art, works, books, stories, magazine
topic 10: ship, ships, guns, war, tons, long, class, german, gun, fleet",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: species, cap, fruit, plants, plant, found, brown, known, white, stem
topic 2: episode, series, doctor, season, character, time, star, story, trek, set
topic 3: women, god, church, religious, christian, people, world, life, religion, human
topic 4: said, like, character, time, life, love, relationship, later, people, way
topic 5: government, war, political, military, party, minister, country, german, new, state
topic 6: company, million, new, year, business, announced, market, sold, billion, industry
topic 7: years, later, life, family, time, year, born, father, died, career
topic 8: game, yard, yards, season, football, tech, touchdown, line, team, field
topic 9: world, won, games, olympics, time, team, final, round, olympic, event
topic 10: book, published, work, story, wrote, art, works, books, stories, magazine",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: british, french, men, battle, war, army, troops, general, spanish, force
topic 2: episode, season, series, mulder, scully, michael, television, million, viewers, received
topic 3: series, season, episode, television, episodes, released, characters, character, second, dvd
topic 4: book, published, work, story, wrote, art, works, books, stories, magazine
topic 5: stage, tour, ride, park, concert, dance, train, coaster, new, roller
topic 6: station, line, railway, trains, bridge, new, construction, service, train, built
topic 7: police, said, case, death, found, trial, prison, murder, people, later
topic 8: city, area, building, street, new, located, school, population, state, center
topic 9: song, number, video, music, album, single, chart, madonna, track, released
topic 10: war, battalion, division, brigade, regiment, men, infantry, units, german, army",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: team, season, game, points, nba, basketball, games, player, year, career
topic 2: british, french, men, battle, war, army, troops, general, spanish, force
topic 3: police, said, case, death, found, trial, prison, murder, people, later
topic 4: war, battalion, division, brigade, regiment, men, infantry, units, german, army
topic 5: tropical, storm, depression, hurricane, cyclone, system, season, winds, september, mph
topic 6: king, son, emperor, army, death, time, royal, died, according, city
topic 7: war, aircraft, squadron, air, training, japanese, wing, flying, operations, june
topic 8: book, published, work, story, wrote, art, works, books, stories, magazine
topic 9: series, season, episode, television, episodes, released, characters, character, second, dvd
topic 10: said, like, character, time, life, love, relationship, later, people, way",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: team, season, game, points, nba, basketball, games, player, year, career
topic 2: song, number, video, music, album, single, chart, madonna, track, released
topic 3: company, million, new, year, business, announced, market, sold, billion, industry
topic 4: aircraft, design, engine, flight, air, speed, production, system, built, fuel
topic 5: species, cap, fruit, plants, plant, found, brown, known, white, stem
topic 6: film, films, role, production, million, released, movie, release, director, cast
topic 7: hurricane, storm, damage, winds, mph, florida, september, tropical, rainfall, august
topic 8: match, championship, team, event, title, wrestling, defeated, episode, ring, wwe
topic 9: poem, language, english, text, written, poems, words, poetry, word, poet
topic 10: stage, tour, ride, park, concert, dance, train, coaster, new, roller",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: women, god, church, religious, christian, people, world, life, religion, human
topic 2: series, season, episode, television, episodes, released, characters, character, second, dvd
topic 3: police, said, case, death, found, trial, prison, murder, people, later
topic 4: album, band, music, song, songs, released, rock, guitar, track, recording
topic 5: team, season, game, points, nba, basketball, games, player, year, career
topic 6: highway, road, route, north, state, east, south, west, street, interchange
topic 7: years, later, life, family, time, year, born, father, died, career
topic 8: australia, match, runs, test, innings, england, cricket, team, wickets, scored
topic 9: british, french, men, battle, war, army, troops, general, spanish, force
topic 10: city, area, building, street, new, located, school, population, state, center",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: women, god, church, religious, christian, people, world, life, religion, human
topic 2: hurricane, storm, damage, winds, mph, florida, september, tropical, rainfall, august
topic 3: water, area, river, island, lake, miles, feet, park, land, years
topic 4: world, won, games, olympics, time, team, final, round, olympic, event
topic 5: species, cap, fruit, plants, plant, found, brown, known, white, stem
topic 6: game, yard, yards, season, football, tech, touchdown, line, team, field
topic 7: police, said, case, death, found, trial, prison, murder, people, later
topic 8: years, later, life, family, time, year, born, father, died, career
topic 9: stage, tour, ride, park, concert, dance, train, coaster, new, roller
topic 10: station, line, railway, trains, bridge, new, construction, service, train, built",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: police, said, case, death, found, trial, prison, murder, people, later
topic 2: government, war, political, military, party, minister, country, german, new, state
topic 3: king, son, emperor, army, death, time, royal, died, according, city
topic 4: century, building, castle, built, church, stone, site, tower, wall, buildings
topic 5: match, championship, team, event, title, wrestling, defeated, episode, ring, wwe
topic 6: series, season, episode, television, episodes, released, characters, character, second, dvd
topic 7: song, number, video, music, album, single, chart, madonna, track, released
topic 8: book, published, work, story, wrote, art, works, books, stories, magazine
topic 9: game, games, player, released, players, series, version, video, release, characters
topic 10: city, area, building, street, new, located, school, population, state, center",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: police, said, case, death, found, trial, prison, murder, people, later
topic 2: poem, language, english, text, written, poems, words, poetry, word, poet
topic 3: hurricane, storm, damage, winds, mph, florida, september, tropical, rainfall, august
topic 4: episode, series, doctor, season, character, time, star, story, trek, set
topic 5: women, god, church, religious, christian, people, world, life, religion, human
topic 6: ship, ships, guns, war, tons, long, class, german, gun, fleet
topic 7: album, band, music, song, songs, released, rock, guitar, track, recording
topic 8: formula, use, system, example, number, form, time, called, different, space
topic 9: british, french, men, battle, war, army, troops, general, spanish, force
topic 10: years, later, life, family, time, year, born, father, died, career",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-40/2972,"topic 1: said, like, character, time, life, love, relationship, later, people, way
topic 2: stage, tour, ride, park, concert, dance, train, coaster, new, roller
topic 3: tropical, storm, depression, hurricane, cyclone, system, season, winds, september, mph
topic 4: australia, match, runs, test, innings, england, cricket, team, wickets, scored
topic 5: match, championship, team, event, title, wrestling, defeated, episode, ring, wwe
topic 6: formula, use, system, example, number, form, time, called, different, space
topic 7: police, said, case, death, found, trial, prison, murder, people, later
topic 8: team, season, game, points, nba, basketball, games, player, year, career
topic 9: king, son, emperor, army, death, time, royal, died, according, city
topic 10: season, game, games, home, runs, league, baseball, team, hit, career",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: aircraft, air, squadron, wing, flight, flying, fighter, war, pilot, training
topic 2: song, number, video, single, music, chart, album, track, performed, love
topic 3: war, german, french, polish, russian, germany, hitler, poland, france, russia
topic 4: film, films, million, released, release, production, movie, director, filming, scene
topic 5: women, school, students, children, education, schools, gay, men, college, university
topic 6: ride, white, park, coaster, train, black, roller, track, riders, hill
topic 7: government, political, party, minister, support, new, military, members, country, leader
topic 8: released, series, japanese, japan, music, game, soundtrack, original, manga, anime
topic 9: said, time, like, way, people, wrote, day, good, called, man
topic 10: ship, guns, ships, tons, class, long, war, inch, gun, mph",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: language, use, example, world, english, modern, system, different, new, form
topic 2: area, island, water, park, lake, mountain, years, areas, found, species
topic 3: law, court, act, state, rights, singapore, government, case, constitution, public
topic 4: election, president, state, campaign, governor, political, vote, elected, senate, republican
topic 5: station, line, trains, railway, service, train, new, services, stations, construction
topic 6: game, team, season, points, yard, second, nba, yards, football, basketball
topic 7: formula, function, number, space, form, called, line, system, example, point
topic 8: design, engine, system, speed, production, use, high, designed, power, built
topic 9: episode, doctor, series, star, trek, enterprise, time, crew, alien, season
topic 10: said, time, like, way, people, wrote, day, good, called, man",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: character, relationship, love, later, father, mother, storyline, paul, tells, life
topic 2: episode, doctor, series, star, trek, enterprise, time, crew, alien, season
topic 3: madonna, carey, tour, gaga, spears, dance, video, like, performance, music
topic 4: century, castle, church, built, stone, south, north, wall, west, england
topic 5: race, oxford, cambridge, boat, won, blues, time, crew, lengths, races
topic 6: band, album, song, guitar, music, rock, songs, harrison, recorded, recording
topic 7: character, story, characters, series, comic, world, man, plot, clark, dark
topic 8: language, use, example, world, english, modern, system, different, new, form
topic 9: highway, road, route, north, state, east, south, west, street, interchange
topic 10: river, water, bridge, feet, creek, miles, dam, watershed, construction, fish",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: highway, road, route, north, state, east, south, west, street, interchange
topic 2: century, castle, church, built, stone, south, north, wall, west, england
topic 3: war, battalion, division, brigade, regiment, command, units, men, infantry, forces
topic 4: species, cap, fruit, brown, stem, found, white, fungus, bodies, genus
topic 5: game, team, season, points, yard, second, nba, yards, football, basketball
topic 6: song, number, video, single, music, chart, album, track, performed, love
topic 7: hurricane, storm, damage, winds, mph, tropical, september, florida, rainfall, august
topic 8: world, games, won, team, olympics, time, round, olympic, event, final
topic 9: game, player, games, players, released, gameplay, version, video, release, new
topic 10: band, album, song, guitar, music, rock, songs, harrison, recorded, recording",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: song, number, video, single, music, chart, album, track, performed, love
topic 2: army, battle, emperor, city, forces, troops, byzantine, persian, war, military
topic 3: game, team, season, points, yard, second, nba, yards, football, basketball
topic 4: ride, white, park, coaster, train, black, roller, track, riders, hill
topic 5: madonna, carey, tour, gaga, spears, dance, video, like, performance, music
topic 6: band, album, song, guitar, music, rock, songs, harrison, recorded, recording
topic 7: said, time, like, way, people, wrote, day, good, called, man
topic 8: race, oxford, cambridge, boat, won, blues, time, crew, lengths, races
topic 9: game, player, games, players, released, gameplay, version, video, release, new
topic 10: election, president, state, campaign, governor, political, vote, elected, senate, republican",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: australia, match, runs, test, innings, england, team, cricket, wickets, scored
topic 2: station, line, trains, railway, service, train, new, services, stations, construction
topic 3: highway, road, route, north, state, east, south, west, street, interchange
topic 4: episode, michael, office, series, jim, dwight, glee, season, viewers, pam
topic 5: ship, guns, ships, tons, class, long, war, inch, gun, mph
topic 6: war, battalion, division, brigade, regiment, command, units, men, infantry, forces
topic 7: said, time, like, way, people, wrote, day, good, called, man
topic 8: film, films, million, released, release, production, movie, director, filming, scene
topic 9: poem, work, painting, poems, poetry, text, poet, works, bach, movement
topic 10: ship, ships, british, german, fleet, war, admiral, april, crew, naval",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: band, album, song, guitar, music, rock, songs, harrison, recorded, recording
topic 2: song, number, video, single, music, chart, album, track, performed, love
topic 3: world, games, won, team, olympics, time, round, olympic, event, final
topic 4: election, president, state, campaign, governor, political, vote, elected, senate, republican
topic 5: design, engine, system, speed, production, use, high, designed, power, built
topic 6: company, million, new, business, year, billion, market, sold, management, announced
topic 7: episode, jack, series, season, liz, parker, television, christmas, tracy, simpsons
topic 8: police, said, prison, death, murder, found, case, trial, killed, later
topic 9: said, time, like, way, people, wrote, day, good, called, man
topic 10: building, built, site, construction, new, street, buildings, house, city, located",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: century, castle, church, built, stone, south, north, wall, west, england
topic 2: area, island, water, park, lake, mountain, years, areas, found, species
topic 3: episode, doctor, series, star, trek, enterprise, time, crew, alien, season
topic 4: law, court, act, state, rights, singapore, government, case, constitution, public
topic 5: species, cap, fruit, brown, stem, found, white, fungus, bodies, genus
topic 6: army, battle, emperor, city, forces, troops, byzantine, persian, war, military
topic 7: song, number, video, single, music, chart, album, track, performed, love
topic 8: building, built, site, construction, new, street, buildings, house, city, located
topic 9: race, lap, car, second, drivers, position, team, points, lead, season
topic 10: company, million, new, business, year, billion, market, sold, management, announced",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: race, lap, car, second, drivers, position, team, points, lead, season
topic 2: series, season, episode, episodes, television, second, viewers, cast, character, finale
topic 3: character, relationship, love, later, father, mother, storyline, paul, tells, life
topic 4: church, god, christian, religious, temple, religion, christ, according, jesus, people
topic 5: war, battalion, division, brigade, regiment, command, units, men, infantry, forces
topic 6: match, championship, team, event, title, wrestling, defeated, episode, ring, wwe
topic 7: highway, road, route, north, state, east, south, west, street, interchange
topic 8: city, area, population, town, state, located, american, county, land, district
topic 9: game, team, season, points, yard, second, nba, yards, football, basketball
topic 10: government, political, party, minister, support, new, military, members, country, leader",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-60/2972,"topic 1: ship, ships, british, german, fleet, war, admiral, april, crew, naval
topic 2: language, use, example, world, english, modern, system, different, new, form
topic 3: plants, plant, food, use, wine, meat, salt, produced, production, leaves
topic 4: area, island, water, park, lake, mountain, years, areas, found, species
topic 5: film, role, played, play, performance, award, year, actor, appeared, best
topic 6: race, oxford, cambridge, boat, won, blues, time, crew, lengths, races
topic 7: match, championship, team, event, title, wrestling, defeated, episode, ring, wwe
topic 8: law, court, act, state, rights, singapore, government, case, constitution, public
topic 9: song, number, video, single, music, chart, album, track, performed, love
topic 10: episode, mulder, scully, series, season, files, television, man, later, fox",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-80/2972,"topic 1: construction, bridge, project, million, new, tunnel, cost, built, completed, power
topic 2: state, governor, war, virginia, american, massachusetts, president, new_york, white, kentucky
topic 3: war, military, general, army, commander, world, command, service, officer, training
topic 4: king, royal, son, england, death, died, henry, english, pope, bishop
topic 5: match, championship, team, event, wrestling, title, tag, impact, joe, episode
topic 6: character, relationship, love, storyline, paul, later, susan, mercedes, tells, life
topic 7: poem, poems, poetry, text, poet, bach, movement, work, time, written
topic 8: president, election, campaign, state, republican, presidential, senate, political, bush, democratic
topic 9: government, political, war, military, state, president, country, people, support, power
topic 10: water, area, river, lake, miles, feet, creek, park, mountain, near",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-80/2972,"topic 1: state, governor, war, virginia, american, massachusetts, president, new_york, white, kentucky
topic 2: species, plants, plant, animals, found, like, body, known, animal, food
topic 3: company, million, business, new, year, sold, market, billion, management, companies
topic 4: album, released, music, release, track, songs, number, jackson, record, albums
topic 5: music, japanese, soundtrack, japan, album, game, released, tracks, series, original
topic 6: school, students, education, university, schools, college, year, student, research, president
topic 7: water, pressure, surface, earth, air, high, space, gas, weather, mission
topic 8: war, german, french, polish, germany, russian, hitler, france, poland, russia
topic 9: tropical, storm, depression, hurricane, cyclone, system, season, winds, september, mph
topic 10: harrison, album, beatles, song, track, lee, world, guitar, recording, pass",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-80/2972,"topic 1: character, relationship, love, storyline, paul, later, susan, mercedes, tells, life
topic 2: species, shark, long, sharks, found, small, females, birds, large, males
topic 3: series, released, characters, story, character, comic, manga, animation, animated, anime
topic 4: company, million, business, new, year, sold, market, billion, management, companies
topic 5: season, game, games, home, runs, league, baseball, team, hit, career
topic 6: formula, function, space, number, units, called, system, force, point, example
topic 7: army, battle, emperor, city, byzantine, persian, forces, troops, war, greek
topic 8: johnson, fight, won, taylor, horse, round, year, race, robinson, win
topic 9: war, military, general, army, commander, world, command, service, officer, training
topic 10: game, player, games, released, series, players, version, gameplay, characters, new",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-80/2972,"topic 1: park, ride, coaster, train, roller, riders, track, hill, feet, opened
topic 2: war, military, general, army, commander, world, command, service, officer, training
topic 3: water, pressure, surface, earth, air, high, space, gas, weather, mission
topic 4: game, player, games, released, series, players, version, gameplay, characters, new
topic 5: episode, season, series, episodes, television, jack, viewers, character, cast, aired
topic 6: madonna, tour, gaga, spears, video, performance, cyrus, concert, stage, like
topic 7: episode, glee, parker, christmas, club, south_park, viewers, season, million, rachel
topic 8: film, role, award, actor, films, played, best, appeared, year, performance
topic 9: king, royal, son, england, death, died, henry, english, pope, bishop
topic 10: episode, michael, office, jim, dwight, series, pam, andy, season, received",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-80/2972,"topic 1: australia, match, runs, test, innings, england, cricket, team, wickets, scored
topic 2: film, role, award, actor, films, played, best, appeared, year, performance
topic 3: army, battle, emperor, city, byzantine, persian, forces, troops, war, greek
topic 4: announced, media, million, television, day, october, september, march, people, radio
topic 5: episode, michael, office, jim, dwight, series, pam, andy, season, received
topic 6: ship, guns, ships, tons, class, long, war, inch, gun, fleet
topic 7: ships, french, british, fleet, ship, captain, admiral, battle, squadron, naval
topic 8: president, election, campaign, state, republican, presidential, senate, political, bush, democratic
topic 9: game, player, games, released, series, players, version, gameplay, characters, new
topic 10: madonna, tour, gaga, spears, video, performance, cyrus, concert, stage, like",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-80/2972,"topic 1: match, championship, wwe, raw, team, ring, episode, title, defeated, event
topic 2: music, japanese, soundtrack, japan, album, game, released, tracks, series, original
topic 3: harrison, album, beatles, song, track, lee, world, guitar, recording, pass
topic 4: city, area, street, chicago, located, population, district, center, community, home
topic 5: species, cap, fruit, brown, stem, found, white, fungus, bodies, spores
topic 6: water, area, river, lake, miles, feet, creek, park, mountain, near
topic 7: song, video, number, single, music, chart, track, album, performed, released
topic 8: construction, bridge, project, million, new, tunnel, cost, built, completed, power
topic 9: episode, glee, parker, christmas, club, south_park, viewers, season, million, rachel
topic 10: government, political, war, military, state, president, country, people, support, power",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-80/2972,"topic 1: australia, match, runs, test, innings, england, cricket, team, wickets, scored
topic 2: race, oxford, cambridge, boat, blues, crew, time, won, crews, lengths
topic 3: episode, glee, parker, christmas, club, south_park, viewers, season, million, rachel
topic 4: games, olympics, world, olympic, team, gold, won, event, medal, summer
topic 5: episode, series, doctor, star, trek, enterprise, time, season, episodes, crew
topic 6: game, player, games, released, series, players, version, gameplay, characters, new
topic 7: horses, breed, horse, food, dog, white, meat, wine, breeds, century
topic 8: species, shark, long, sharks, found, small, females, birds, large, males
topic 9: king, royal, son, england, death, died, henry, english, pope, bishop
topic 10: ship, german, british, war, ships, submarine, april, torpedo, aircraft, tons",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-80/2972,"topic 1: building, church, built, century, buildings, tower, site, house, feet, hall
topic 2: species, cap, fruit, brown, stem, found, white, fungus, bodies, spores
topic 3: world, life, human, nature, god, theory, new, view, age, self
topic 4: park, ride, coaster, train, roller, riders, track, hill, feet, opened
topic 5: race, lap, car, second, drivers, team, position, points, lead, season
topic 6: species, shark, long, sharks, found, small, females, birds, large, males
topic 7: game, player, games, released, series, players, version, gameplay, characters, new
topic 8: president, election, campaign, state, republican, presidential, senate, political, bush, democratic
topic 9: game, yard, yards, season, football, touchdown, tech, line, team, bowl
topic 10: line, station, trains, railway, service, train, services, class, stations, new",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-80/2972,"topic 1: match, championship, team, event, wrestling, title, tag, impact, joe, episode
topic 2: book, published, work, wrote, writing, books, stories, magazine, history, story
topic 3: character, story, series, death, characters, kill, clark, man, father, plot
topic 4: team, season, game, points, nba, basketball, games, player, year, career
topic 5: series, released, characters, story, character, comic, manga, animation, animated, anime
topic 6: play, stage, musical, dance, theatre, production, music, broadway, performance, performed
topic 7: island, spanish, native, islands, dutch, trade, population, colony, indian, century
topic 8: madonna, tour, gaga, spears, video, performance, cyrus, concert, stage, like
topic 9: game, player, games, released, series, players, version, gameplay, characters, new
topic 10: water, area, river, lake, miles, feet, creek, park, mountain, near",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-80/2972,"topic 1: song, video, number, single, music, chart, track, album, performed, released
topic 2: race, oxford, cambridge, boat, blues, crew, time, won, crews, lengths
topic 3: character, story, series, death, characters, kill, clark, man, father, plot
topic 4: women, church, christian, men, gay, smith, god, religious, sex, children
topic 5: australia, match, runs, test, innings, england, cricket, team, wickets, scored
topic 6: horses, breed, horse, food, dog, white, meat, wine, breeds, century
topic 7: episode, michael, office, jim, dwight, series, pam, andy, season, received
topic 8: ship, german, british, war, ships, submarine, april, torpedo, aircraft, tons
topic 9: construction, bridge, project, million, new, tunnel, cost, built, completed, power
topic 10: song, number, chart, carey, album, beyoncé, songs, single, music, love",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-100/2972,"topic 1: war, virginia, american, massachusetts, new_york, president, governor, united_states, washington, boston
topic 2: war, general, military, commander, officer, command, service, served, world, chief
topic 3: episode, mulder, scully, series, season, files, fox, television, man, x-files
topic 4: river, water, creek, feet, miles, dam, watershed, bridge, lake, canal
topic 5: guns, ship, ships, inch, gun, class, long, tons, inches, war
topic 6: space, mission, earth, moon, apollo, spacecraft, launch, crew, nasa, flight
topic 7: episode, series, animated, disney, characters, christmas, character, animation, voice, episodes
topic 8: madonna, song, like, video, album, music, girl, singer, number, performance
topic 9: game, player, games, released, series, version, players, gameplay, nintendo, mode
topic 10: army, battle, forces, city, troops, force, men, persian, war, siege",1
